47462 11603 27891 17403 8768 838 7194 34986
13322 12151 13409 17876 16604 14541 21531 6273
1170 6348 11993 20095 20865 14142 7433 4482
19436 24492 21632 20825 5565 16201 19611 5120
9994 10818 30523 3282 23834 17805 18851 19034
2972 2770 10316 6552 10144 40466 15731 9379
7730 14061 7154 2868 17258 19836 11517 17808
24304 2523 14586 19282 10599 9604 15883 57938 
